user_id,age,birth_month,birth_year,gender,address,city,state,zipcode,latitude,longitude,yearly_income,num_credit_cards
276,27,6,1992,Male,1039 Bayview Drive,Sterling,VA,20164,39.00,-77.40,57927.0,1
277,20,6,1999,Male,11162 Oak Drive,Des Moines,IA,50310,41.57,-93.61,45725.0,4
278,39,12,1980,Male,4784 Park Boulevard,Belgrade,ME,04917,44.44,-69.83,44134.0,4
279,19,2,2001,Male,751 Birch Avenue,San Diego,CA,92169,32.79,-117.25,56579.0,2
280,37,2,1983,Male,372 12th Boulevard,Asheville,NC,28804,35.57,-82.54,46864.0,4
281,44,9,1975,Female,60 Little Creek Avenue,Las Vegas,NV,89145,36.16,-115.28,56605.0,3
282,31,4,1988,Female,5190 Grant Street,San Jose,CA,95121,37.30,-121.80,51209.0,1
283,51,4,1968,Male,310 Birch Avenue,Pompano Beach,FL,33076,26.23,-80.13,76305.0,3
284,18,3,2001,Male,644 Birch Avenue,Canonsburg,PA,15317,40.26,-80.18,61325.0,1
285,42,3,1977,Male,188 Washington Avenue,San Fernando,CA,91340,34.28,-118.44,31772.0,4
286,61,10,1958,Female,72 Second Street,West Linn,OR,97068,45.34,-122.66,73383.0,2
287,55,4,1964,Male,3999 West Lane,Leicester,MA,01524,42.25,-71.90,53287.0,4
288,88,4,1931,Female,95 Sixth Avenue,Millington,TN,38053,35.33,-89.88,19225.0,8
289,62,11,1957,Female,58 Federal Lane,Rocky River,OH,44116,41.47,-81.85,60541.0,3
290,44,12,1975,Female,25 Hill Drive,Battle Creek,MI,49015,42.29,-85.22,44124.0,1
291,88,1,1932,Female,2947 Lake Lane,Waterford,MI,48329,42.66,-83.38,36764.0,8
292,47,9,1972,Male,857 Catherine Avenue,Boaz,AL,35957,34.20,-86.15,29597.0,4
293,37,1,1983,Female,33 Mill Street,Cincinnati,OH,45224,39.09,-84.51,38656.0,1
294,45,10,1974,Male,41307 Main Lane,Albuquerque,NM,87121,35.11,-106.62,31373.0,2
295,22,4,1997,Female,751 Fifth Street,Sunbury,PA,17801,40.86,-76.78,33681.0,2
296,39,10,1980,Male,6889 Summit Lane,Cayucos,CA,93430,35.48,-120.92,38211.0,2
297,40,7,1979,Female,8100 Hill Avenue,Quincy,FL,32353,30.58,-84.58,26802.0,2
298,58,1,1962,Female,645 Hillside Lane,Roan Mountain,TN,37687,36.18,-82.07,25334.0,3
299,34,3,1985,Male,4591 Third Drive,Pittsburgh,PA,15203,40.43,-79.97,61904.0,3
300,101,5,1918,Female,887 Third Boulevard,Seligman,AZ,86337,35.13,-112.99,15348.0,4
301,44,11,1975,Female,33 Pine Lane,Cookeville,TN,38501,36.15,-85.50,32527.0,3
302,51,2,1969,Male,1246 11th Boulevard,Fort Lauderdale,FL,33318,26.14,-80.13,44170.0,7
303,28,6,1991,Female,233 Oak Drive,Gresham,OR,97080,45.47,-122.37,46077.0,1
304,58,3,1961,Male,4988 Ocean View Lane,Fort Polk,LA,71459,31.13,-93.27,23092.0,4
305,19,11,2000,Male,74 Birch Avenue,Iliff,CO,80736,40.75,-103.06,30710.0,2
306,22,11,1997,Female,415 Madison Boulevard,Mounds,OK,74047,35.87,-96.05,40491.0,2
307,44,5,1975,Male,6308 Maple Avenue,West Sacramento,CA,95691,38.66,-121.62,51454.0,4
308,47,1,1973,Female,430 Sixth Avenue,Ardsley,NY,10502,41.01,-73.84,94133.0,1
309,58,8,1961,Male,860 Seventh Avenue,Fort Walton Beach,FL,32547,30.42,-86.61,36710.0,5
310,62,8,1957,Male,313 Martin Luther King Boulevard,Somerville,AL,35670,34.47,-86.80,37785.0,3
311,58,6,1961,Female,2200 Third Drive,Oak Harbor,WA,98278,48.28,-122.62,33717.0,6
312,50,2,1970,Male,5154 Sixth Avenue,Stockton,CA,95210,38.02,-121.30,29994.0,1
313,42,6,1977,Female,53789 Bayview Street,Fort Lauderdale,FL,33313,26.14,-80.13,29422.0,1
314,40,1,1980,Male,42 Martin Luther King Drive,Saint Thomas,PA,17252,39.92,-77.80,35489.0,5
315,28,1,1992,Female,769 Madison Drive,Tucson,AZ,85756,32.07,-110.92,33106.0,2
316,26,2,1994,Female,3716 North Boulevard,Yorkville,IL,60560,41.64,-88.44,59699.0,1
317,58,7,1961,Male,610 Oak Street,Portland,OR,97212,45.54,-122.64,68787.0,1
318,65,11,1954,Female,727 Eighth Lane,Plymouth,MI,48170,42.37,-83.46,67344.0,4
319,68,1,1952,Female,651 Fourth Avenue,San Francisco,CA,94131,37.74,-122.44,88432.0,6
320,36,7,1983,Male,895 Lexington Lane,Woodway,TX,76712,31.49,-97.23,53138.0,4
321,88,4,1931,Female,9192 Birch Lane,Fargo,ND,58103,46.87,-96.81,38523.0,5
322,76,2,1944,Male,3031 Essex Street,Odessa,FL,33556,28.20,-82.59,26660.0,4
323,53,10,1966,Female,709 River Lane,Huntingdon Valley,PA,19006,40.13,-75.06,69412.0,1
324,26,5,1993,Male,91 Lake Street,New Orleans,LA,70130,30.06,-89.93,65888.0,2
325,37,1,1983,Male,5320 Mountain View Street,Los Angeles,CA,90044,33.95,-118.29,25205.0,1
326,38,4,1981,Female,17 Tenth Avenue,Tonawanda,NY,14150,43.00,-78.87,39627.0,4
327,42,1,1978,Female,12150 Mill Boulevard,Jackson,MS,39282,32.32,-90.20,27967.0,2
328,50,11,1969,Female,373 Sussex Drive,Florien,LA,71429,31.44,-93.45,38142.0,4
329,36,2,1984,Female,28 Lexington Drive,Kent,WA,98042,47.36,-122.10,58964.0,1
330,74,11,1945,Male,41 Rose Lane,West Newton,MA,02465,42.35,-71.22,58378.0,1
331,53,8,1966,Male,815 Hillside Drive,Houston,TX,77064,29.76,-95.38,53872.0,5
332,75,6,1944,Female,7854 Plum Avenue,Farmington,MN,55024,44.65,-93.17,41513.0,3
333,49,7,1970,Female,704 East Drive,Lake Charles,LA,70605,30.21,-93.20,54587.0,6
334,22,6,1997,Male,9261 Little Creek Lane,Vermilion,OH,44089,41.41,-82.31,41595.0,1
335,44,4,1975,Male,936 Mill Street,Memphis,NY,13112,43.08,-76.37,44953.0,1
336,28,5,1991,Male,35 Sixth Boulevard,Fort Wayne,IN,46807,41.07,-85.13,35199.0,2
337,28,3,1991,Female,8128 Hillside Avenue,Cicero,IL,60804,41.84,-87.75,28324.0,2
338,38,9,1981,Male,9541 Ocean View Drive,Lewistown,PA,17044,40.59,-77.57,33387.0,3
339,24,9,1995,Male,9614 Ocean View Drive,Dunlap,TN,37327,35.37,-85.38,31006.0,2
340,29,4,1990,Male,8016 Norfolk Drive,Cherry Point,NC,28533,34.92,-76.89,32636.0,1
341,58,7,1961,Male,16 Eighth Lane,Dallas,TX,75253,32.79,-96.76,25883.0,4
342,26,12,1993,Female,15 Valley Stream Drive,Tecate,CA,91980,32.59,-116.58,19069.0,1
343,59,12,1960,Female,584 Bayview Street,Phoenix,AZ,85032,33.62,-112.00,44992.0,3
344,58,8,1961,Male,967 Norfolk Avenue,Melbourne,FL,32901,28.08,-80.60,32295.0,4
345,57,5,1962,Female,186 First Drive,Hopewell Junction,NY,12533,41.58,-73.80,69159.0,3
346,42,12,1977,Female,9864 Fifth Lane,Idlewild,MI,49642,43.88,-85.80,12643.0,1
347,34,9,1985,Female,862 11th Drive,Walnut Creek,CA,94596,37.89,-122.03,87030.0,3
348,82,6,1937,Female,7236 South Boulevard,Chicago,IL,60616,41.83,-87.68,41793.0,5
349,39,2,1981,Male,5944 Grant Avenue,Tuscaloosa,AL,35405,33.23,-87.54,41907.0,4
350,48,11,1971,Male,70 Second Drive,Pittsfield,NH,03263,43.30,-71.33,40336.0,4
351,19,11,2000,Female,5378 Lafayette Avenue,Columbus,OH,43219,39.98,-82.98,31683.0,4
352,57,6,1962,Female,839 East Avenue,Las Vegas,NV,89142,36.14,-115.03,39508.0,4
353,42,2,1978,Male,209 George Avenue,Denmark,SC,29042,33.31,-81.13,24859.0,2
354,42,6,1977,Male,583 El Camino Boulevard,Marshfield,MA,02050,42.09,-70.70,69440.0,3
355,25,1,1995,Male,9892 George Drive,Laredo,TX,78046,27.53,-99.48,21666.0,2
356,30,10,1989,Female,781 Federal Street,North Chili,NY,14514,43.11,-77.80,46599.0,4
357,22,6,1997,Male,3132 Lake Avenue,Carmichael,CA,95608,38.62,-121.32,50525.0,2
358,60,9,1959,Female,29 12th Avenue,Byron,IL,61010,42.12,-89.25,52397.0,3
359,53,8,1966,Male,415 Lafayette Drive,Avilla,IN,46710,41.36,-85.23,39222.0,3
360,73,7,1946,Male,833 Elm Lane,Houston,TX,77012,29.76,-95.38,18015.0,2
361,65,3,1954,Female,8437 Sixth Street,Traverse City,MI,49684,44.75,-85.60,42102.0,3
362,36,10,1983,Male,547 Norfolk Boulevard,Ainsworth,IA,52201,41.29,-91.55,37316.0,2
363,18,6,2001,Female,255 Bayview Street,Bakersfield,CA,93313,35.15,-119.06,41717.0,5
364,75,8,1944,Male,5934 Essex Boulevard,Lexington,KY,40508,38.04,-84.45,20797.0,1
365,76,8,1943,Male,765 Forest Street,Hopkins,MN,55305,44.92,-93.40,38800.0,7
366,51,3,1968,Male,572 Mountain View Lane,Roanoke,VA,24017,37.27,-79.95,29622.0,3
367,88,10,1931,Female,42 Fourth Avenue,Shelbyville,KY,40065,38.21,-85.23,31399.0,4
368,48,5,1971,Female,328 Birch Street,Severn,MD,21144,39.13,-76.69,63355.0,5
369,19,12,2000,Female,76 Birch Drive,Jefferson,TX,75657,32.76,-94.34,31197.0,2
370,38,3,1981,Male,683 Washington Street,Huntington,NY,11743,40.87,-73.40,104049.0,2
371,35,5,1984,Male,215 Plum Boulevard,El Paso,TX,79912,31.84,-106.43,50177.0,4
372,40,12,1979,Female,5899 Mill Street,Ninety Six,SC,29666,34.17,-82.02,34344.0,1
373,31,1,1989,Female,9316 Hillside Lane,Harrisburg,PA,17113,40.27,-76.88,34884.0,5
374,33,3,1986,Female,2552 Forest Avenue,Hampstead,MD,21074,39.61,-76.85,56897.0,5
375,38,10,1981,Female,89 Washington Boulevard,Wilmington,DE,19803,39.73,-75.53,72647.0,1
376,49,8,1970,Male,9383 Martin Luther King Street,Mobile,AL,36695,30.68,-88.04,51755.0,1
377,60,11,1959,Male,175 Valley Drive,Wayland,MA,01778,42.36,-71.36,115465.0,4
378,18,1,2002,Male,729 Wessex Drive,Fort Myers,FL,33907,26.63,-81.85,35731.0,2
379,18,2,2002,Female,5263 Little Creek Drive,Lake Mary,FL,32746,28.75,-81.33,64936.0,2
380,24,3,1995,Male,4973 Martin Luther King Lane,Reno,NV,89521,39.38,-119.67,62711.0,3
381,41,7,1978,Female,26 Valley Stream Drive,Pleasantville,NJ,08232,39.39,-74.51,30910.0,4
382,27,11,1992,Male,79 Sixth Avenue,Port Orchard,WA,98366,47.54,-122.58,43264.0,1
383,18,11,2001,Male,13 Main Boulevard,Suisun City,CA,94585,38.16,-121.93,48909.0,2
384,32,11,1987,Female,670 Tenth Drive,Glen Ellyn,IL,60137,41.86,-88.06,85694.0,2
385,81,4,1938,Female,864 Main Lane,Fort Gibson,OK,74434,35.78,-95.24,27864.0,6
386,21,4,1998,Male,5263 Fifth Avenue,Appleton,WI,54914,44.26,-88.39,44513.0,6
387,27,6,1992,Female,5048 Catherine Drive,Charlottesville,VA,22903,38.03,-78.48,58026.0,1
388,18,5,2001,Female,9085 West Drive,Boerne,TX,78006,29.80,-98.73,63600.0,1
389,19,7,2000,Female,640 Bayview Street,Canton,MS,39046,32.61,-90.03,31797.0,2
390,40,10,1979,Female,3539 Lincoln Boulevard,Richmond,CA,94804,37.92,-122.34,44585.0,5
391,51,11,1968,Female,6541 Fourth Drive,Nixa,MO,65714,37.04,-93.29,41427.0,3
392,51,10,1968,Female,4514 Elm Street,West Columbia,SC,29172,33.99,-81.08,34517.0,2
393,50,2,1970,Female,655 Federal Avenue,Pleasant Grove,UT,84062,40.46,-111.63,43294.0,7
394,27,9,1992,Female,8440 Park Drive,Lafayette,CO,80026,39.99,-105.09,61317.0,3
395,68,12,1951,Male,46 Lincoln Lane,Long Beach,CA,90808,33.82,-118.11,50184.0,4
396,47,10,1972,Male,130 Lincoln Drive,Nashport,OH,43830,40.04,-82.12,43133.0,3
397,23,12,1996,Female,359 Tenth Avenue,Sioux City,IA,51104,42.50,-96.39,44361.0,1
398,57,9,1962,Female,381 Catherine Avenue,Compton,CA,90222,33.91,-118.23,26664.0,4
399,85,6,1934,Female,23 11th Avenue,Virginia Beach,VA,23451,36.73,-76.04,41843.0,3
400,22,2,1998,Male,440 Littlewood Drive,Melbourne,FL,32940,28.08,-80.60,49952.0,1
401,26,3,1993,Male,118 Mountain View Lane,Lake Zurich,IL,60047,42.19,-88.08,99883.0,1
402,40,3,1979,Female,57 West Boulevard,Ferdinand,IN,47532,38.22,-86.86,38527.0,2
403,32,1,1988,Female,7096 Park Street,Springfield,VT,05156,43.28,-72.47,36729.0,3
404,63,2,1957,Female,861 Martin Luther King Boulevard,Buffalo,NY,14215,42.88,-78.85,29477.0,4
405,52,9,1967,Male,123 Ocean View Street,Rancho Cordova,CA,95742,38.57,-121.17,71645.0,3
406,62,9,1957,Female,956 Lincoln Boulevard,Brooklyn,NY,11235,40.64,-73.94,46232.0,4
407,20,5,1999,Female,489 Fourth Drive,Michigan City,IN,46360,41.71,-86.87,36775.0,3
408,41,12,1978,Male,6515 Hillside Drive,Challis,ID,83226,44.65,-114.15,38812.0,4
409,20,11,1999,Female,5789 Ninth Drive,Ozone Park,NY,11417,40.69,-73.85,40130.0,1
410,38,11,1981,Female,1583 Grant Lane,Brentwood,NY,11717,40.78,-73.24,36045.0,3
411,52,2,1968,Female,292 Maple Drive,Somerset,NJ,08873,40.49,-74.48,66489.0,2
412,31,2,1989,Female,5065 Catherine Drive,Estacada,OR,97023,45.20,-122.06,41475.0,2
413,56,7,1963,Male,273 Ocean Street,Ridgefield,WA,98642,45.79,-122.69,55682.0,4
414,51,5,1968,Female,23 12th Boulevard,Osprey,FL,34229,27.19,-82.49,57646.0,4
415,19,9,2000,Female,1464 Bayview Street,Odessa,TX,79764,31.85,-102.36,39556.0,1
416,36,12,1983,Male,83 Sixth Drive,San Diego,CA,92102,32.72,-117.09,34330.0,4
417,82,4,1937,Male,62696 Norfolk Drive,Quincy,FL,32352,30.65,-84.69,10142.0,7
418,30,10,1989,Male,105 Seventh Street,Columbia,MD,21044,39.20,-76.85,76867.0,1
419,22,6,1997,Female,5138 Park Drive,Homewood,IL,60430,41.55,-87.66,52379.0,3
420,39,10,1980,Male,2411 Hillside Lane,Newburgh,IN,47630,37.94,-87.40,57348.0,3
421,49,3,1970,Male,2248 Third Avenue,Chattanooga,TN,37416,35.06,-85.25,38041.0,4
422,28,3,1991,Female,19 El Camino Drive,Phoenix,AZ,85022,33.62,-112.05,53053.0,2
423,35,5,1984,Male,5094 Lafayette Boulevard,Celina,OH,45822,40.55,-84.57,36857.0,3
424,54,3,1965,Female,6016 Little Creek Boulevard,Seattle,WA,98122,47.61,-122.30,76431.0,5
425,78,7,1941,Male,34533 Ninth Avenue,Bloomington,CA,92316,34.06,-117.39,18100.0,6
426,45,5,1974,Female,94936 Elm Drive,Lady Lake,FL,32159,28.92,-81.92,16628.0,1
427,79,2,1941,Male,132 Lexington Drive,Bullock,NC,27507,36.50,-78.55,29041.0,4
428,47,12,1972,Female,27 Summit Street,Monroe,NC,28112,34.98,-80.54,35876.0,3
429,19,3,2000,Male,32 First Lane,Verona,NJ,07044,40.83,-74.24,81995.0,2
430,50,9,1969,Female,671 West Drive,Minneapolis,MN,55419,44.96,-93.26,82298.0,4
431,30,8,1989,Male,71682 Catherine Street,Ft Mitchell,KY,41017,39.02,-84.56,61916.0,4
432,56,2,1964,Female,7728 Oak Drive,Little Rock,AR,72204,34.72,-92.35,30042.0,4
433,55,9,1964,Female,1513 Valley Boulevard,Fairfield,OH,45014,39.33,-84.54,44839.0,3
434,25,12,1994,Male,972 Spruce Avenue,Fort Lauderdale,FL,33324,26.14,-80.13,60638.0,1
435,26,1,1994,Female,4631 Plum Avenue,Cleveland,OH,44102,41.47,-81.67,30049.0,1
436,54,8,1965,Female,7561 Littlewood Street,Waterloo,IA,50703,42.49,-92.35,29699.0,3
437,29,5,1990,Male,1598 Elm Street,Anchorage,AK,99508,61.20,-149.82,41836.0,2
438,55,11,1964,Male,541 Tenth Street,Los Angeles,CA,90037,34.00,-118.28,23103.0,3
439,72,5,1947,Male,4388 Hillside Street,Ellicott City,MD,21043,39.27,-76.83,57513.0,5
440,66,3,1953,Female,644 South Drive,Memphis,TN,38134,35.10,-90.00,38249.0,4
441,41,3,1978,Female,858 Jefferson Avenue,Suffolk,VA,23434,36.70,-76.63,41496.0,2
442,24,8,1995,Female,229 River Avenue,Butler,NJ,07405,40.99,-74.34,90812.0,3
443,35,6,1984,Male,7794 Ocean Street,Mesilla Park,NM,88047,32.27,-106.61,30217.0,4
444,29,11,1990,Female,828 Little Creek Boulevard,O Fallon,MO,63368,38.78,-90.70,61581.0,2
445,53,6,1966,Male,817 Forest Street,Jacksonville,AR,72076,34.86,-92.12,33566.0,1
446,66,3,1953,Female,804 Sixth Boulevard,Seguin,TX,78155,29.57,-97.96,35560.0,5
447,21,11,1998,Female,218 East Street,Glendora,CA,91741,34.14,-117.85,64630.0,2
448,67,11,1952,Female,563 Birch Drive,Dacula,GA,30019,33.98,-83.88,57705.0,3
449,58,5,1961,Male,663 Second Boulevard,San Benito,TX,78586,26.13,-97.63,24155.0,3
450,27,1,1993,Male,5514 Norfolk Boulevard,Huron,TN,38345,35.58,-88.50,35026.0,5
451,29,3,1990,Female,587 East Lane,Sanford,NC,27332,35.36,-79.13,36404.0,3
452,50,5,1969,Male,659 Valley Drive,Salisbury,NC,28147,35.66,-80.48,38179.0,2
453,36,3,1983,Female,4137 Bayview Drive,Bellaire,TX,77401,29.70,-95.46,161276.0,1
454,31,6,1988,Male,693 Seventh Street,Sherman,TX,75090,33.61,-96.60,32086.0,4
455,22,3,1997,Female,398 Park Boulevard,Chicago,IL,60637,41.83,-87.68,37505.0,3
456,69,2,1951,Female,55 El Camino Boulevard,Turlock,CA,95382,37.53,-120.84,46487.0,3
457,23,7,1996,Female,4343 Mountain View Boulevard,Spearfish,SD,57783,44.48,-103.84,37891.0,1
458,54,3,1965,Female,401 North Avenue,Lafayette,CO,80026,39.99,-105.09,61312.0,3
459,46,4,1973,Male,8750 Lake Boulevard,Chardon,OH,44024,41.57,-81.20,52130.0,1
460,27,1,1993,Female,883 Federal Street,Depew,NY,14043,42.91,-78.70,40744.0,1
461,86,6,1933,Female,143 Catherine Boulevard,Kaneohe,HI,96744,21.41,-157.79,49529.0,6
462,76,12,1943,Male,343 Lafayette Drive,Derby,KS,67037,37.54,-97.25,41790.0,5
463,81,1,1939,Female,482 Grant Street,Baldwin Park,CA,91706,34.09,-117.96,29928.0,4
464,47,5,1972,Female,3816 Spruce Drive,Copiague,NY,11726,40.67,-73.39,42976.0,3
465,40,3,1979,Male,9594 Burns Lane,Thomson,GA,30824,33.46,-82.50,32126.0,3
466,56,4,1963,Male,4966 Grant Street,Canal Fulton,OH,44614,40.89,-81.58,45202.0,4
467,20,3,1999,Female,7132 Rose Avenue,Cape Coral,FL,33904,26.63,-81.99,34907.0,3
468,27,4,1992,Male,238 Eighth Avenue,Cambridge Springs,PA,16403,41.80,-80.06,34591.0,2
469,22,3,1997,Female,7318 Mill Lane,Richlands,NC,28574,34.89,-77.54,31933.0,1
470,42,2,1978,Male,9566 Tenth Street,Pflugerville,TX,78660,30.44,-97.62,52165.0,4
471,58,8,1961,Female,416 Madison Street,Uhrichsville,OH,44683,40.40,-81.35,29519.0,3
472,57,5,1962,Male,5079 Sussex Avenue,Mitchell,IN,47446,38.73,-86.47,32583.0,7
473,37,7,1982,Male,3914 Mill Street,Prairieville,LA,70769,30.30,-90.97,59139.0,4
474,44,10,1975,Male,7815 Hillside Avenue,Houston,TX,77058,29.76,-95.38,62185.0,1
475,22,6,1997,Male,2429 Eighth Avenue,Albany,OR,97322,44.63,-123.00,35800.0,2
476,26,10,1993,Male,4379 Lake Avenue,Laurel,MD,20723,39.09,-76.85,72485.0,2
477,24,3,1995,Female,215 Elm Lane,Ventura,CA,93003,34.28,-119.22,52036.0,3
478,33,7,1986,Male,67424 Tenth Boulevard,Kalamazoo,MI,49048,42.24,-85.48,35499.0,1
479,44,1,1976,Male,3675 Bayview Drive,Dunlap,TN,37327,35.37,-85.38,31015.0,2
480,79,11,1940,Male,127 Valley Boulevard,San Diego,CA,92122,32.85,-117.20,53222.0,1
481,56,6,1963,Female,9603 South Lane,Short Hills,NJ,07078,40.74,-74.33,280199.0,5
482,48,6,1971,Male,604 Pine Street,Burlington,IA,52601,40.80,-91.12,36853.0,5
483,22,2,1998,Male,79 Burns Drive,Fairview,NJ,07022,40.81,-74.00,37497.0,1
484,88,10,1931,Female,41740 First Street,Wayne,NJ,07470,40.94,-74.24,31828.0,3
485,49,7,1970,Female,530 Main Boulevard,League City,TX,77573,29.48,-95.10,71866.0,1
486,62,8,1957,Male,702 Elm Drive,Watsonville,CA,95076,36.95,-121.72,34496.0,5
487,74,1,1946,Female,4 Plum Boulevard,North Richland Hills,TX,76180,32.86,-97.21,39003.0,5
488,68,3,1951,Male,29 Federal Boulevard,Los Angeles,CA,90033,34.04,-118.21,11566.0,4
489,45,12,1974,Female,627 Ninth Drive,Atlanta,GA,30317,33.74,-84.31,52172.0,4
490,91,3,1928,Male,120 Lafayette Boulevard,Pompano Beach,FL,33060,26.23,-80.13,40141.0,6
491,48,5,1971,Male,2981 Ninth Boulevard,Latrobe,PA,15650,40.31,-79.38,39733.0,4
492,29,2,1991,Female,8463 Second Street,Waynesville,OH,45068,39.53,-84.08,51651.0,3
493,22,3,1997,Female,814 Washington Street,Tempe,AZ,85283,33.36,-111.93,49190.0,1
494,42,11,1977,Male,8580 Valley Stream Avenue,Martinsburg,WV,25401,39.46,-77.96,36711.0,4
495,22,5,1997,Male,666 Lafayette Lane,Halethorpe,MD,21227,39.21,-76.72,46344.0,3
496,26,3,1993,Male,4872 Lexington Avenue,Doylestown,PA,18902,40.36,-75.09,100991.0,3
497,62,6,1957,Female,1305 Spruce Boulevard,Belle Fourche,SD,57717,44.66,-103.85,32819.0,5
498,30,8,1989,Male,437 Madison Street,Chicago,IL,60626,41.83,-87.68,47803.0,1
499,44,9,1975,Male,919 Lafayette Drive,Medford,OR,97504,42.33,-122.79,38661.0,3
500,45,4,1974,Male,3346 Hillside Street,Douglassville,PA,19518,40.26,-75.74,57658.0,5
501,45,5,1974,Female,9891 Valley Drive,Belzoni,MS,39038,33.17,-90.48,22249.0,3
502,38,2,1982,Female,731 Lincoln Boulevard,Boca Raton,FL,33486,26.37,-80.10,64647.0,4
503,32,10,1987,Female,1782 South Boulevard,Beacon Falls,CT,06403,41.44,-73.04,58749.0,6
504,46,12,1973,Female,8070 Mill Lane,Saint George,UT,84770,37.18,-113.60,29510.0,4
505,53,3,1966,Female,696 Oak Boulevard,Fresno,CA,93710,36.81,-119.75,36672.0,2
506,41,1,1979,Female,1063 Federal Boulevard,Canton,MA,02021,42.15,-71.13,79271.0,1
507,35,1,1985,Female,955 11th Street,High Springs,FL,32643,29.82,-82.59,40156.0,3
508,30,4,1989,Female,341 Hill Drive,Saint Louis,MO,63129,38.63,-90.24,57853.0,4
509,73,9,1946,Female,862 Martin Luther King Drive,Germantown,MD,20874,39.17,-77.26,37789.0,3
510,61,10,1958,Male,9525 First Boulevard,Longview,TX,75604,32.51,-94.76,41865.0,4
511,66,3,1953,Male,602 First Street,Strongsville,OH,44149,41.31,-81.85,61937.0,7
512,32,7,1987,Female,698 11th Lane,Washington,NC,27889,35.55,-77.05,32274.0,1
513,48,3,1971,Male,9570 North Drive,Rutherford,NJ,07070,40.81,-74.10,75785.0,3
514,50,4,1969,Male,9762 Pine Street,Fletcher,NC,28732,35.43,-82.50,45560.0,3
515,46,3,1973,Female,778 Main Avenue,Kimberly,WI,54136,44.27,-88.34,40810.0,4
516,58,11,1961,Male,669 Wessex Lane,Bigelow,AR,72016,34.99,-92.63,38371.0,3
517,46,10,1973,Female,31 Oak Avenue,Columbia,SC,29229,34.00,-81.03,48762.0,6
518,26,2,1994,Male,4840 Summit Lane,Rescue,CA,95672,38.72,-121.00,58435.0,2
519,48,7,1971,Male,1772 Essex Boulevard,Vinton,VA,24179,37.27,-79.88,39124.0,4
520,50,1,1970,Male,720 Seventh Avenue,Camas,WA,98607,45.64,-122.37,63673.0,4
521,34,11,1985,Female,5449 Lexington Drive,Garden Grove,CA,92840,33.78,-117.93,38081.0,4
522,23,11,1996,Female,5459 El Camino Avenue,Blacksburg,SC,29702,35.12,-81.51,29450.0,1
523,56,12,1963,Female,291 Seventh Drive,Hudson,IL,61748,40.60,-88.98,57576.0,2
524,31,8,1988,Female,9833 Forest Street,Lawton,OK,73505,34.60,-98.42,34311.0,4
525,63,11,1956,Female,891 El Camino Lane,Pompano Beach,FL,33062,26.23,-80.13,54095.0,3
526,24,9,1995,Female,162 Rose Drive,Stockton,CA,95205,37.96,-121.26,24648.0,1
527,37,8,1982,Female,1059 Elm Avenue,Brighton,CO,80602,39.95,-104.90,66863.0,1
528,61,1,1959,Female,475 Oak Boulevard,Charlotte,NC,28212,35.19,-80.83,30165.0,2
529,53,6,1966,Male,822 Ocean Street,Hinsdale,IL,60521,41.80,-87.92,189490.0,3
530,19,3,2000,Female,671 George Drive,Georgetown,KY,40324,38.20,-84.55,48582.0,1
531,84,12,1935,Male,6478 Valley Stream Avenue,Levittown,PA,19054,40.15,-74.85,26476.0,5
532,39,11,1980,Male,6405 Fifth Avenue,Manchester,NH,03104,42.99,-71.45,56486.0,2
533,59,3,1960,Female,85 Littlewood Avenue,San Antonio,TX,78217,29.45,-98.50,35906.0,3
534,19,4,2000,Female,528 Spruce Lane,Chesterton,IN,46304,41.60,-87.05,55587.0,2
535,21,4,1998,Female,100 Seventh Drive,Florence,WI,54121,45.93,-88.25,36733.0,3
536,48,11,1971,Female,58 Catherine Drive,Omaha,NE,68136,41.26,-96.01,67761.0,4
537,57,2,1963,Male,919 Lafayette Avenue,Murfreesboro,TN,37129,35.85,-86.39,36282.0,1
538,46,7,1973,Female,75 Birch Lane,Palm Beach Gardens,FL,33410,26.74,-80.12,56467.0,3
539,55,2,1965,Female,82 Jefferson Avenue,Republic,OH,44867,41.12,-83.01,37645.0,4
540,48,11,1971,Male,3034 Third Boulevard,Worcester,MA,01602,42.26,-71.80,49967.0,1
541,20,11,1999,Male,189 Ninth Lane,Langhorne,PA,19047,40.17,-74.91,64548.0,1
542,20,9,1999,Male,354 Main Drive,Heathsville,VA,22473,37.91,-76.47,28421.0,1
543,33,6,1986,Female,689 Littlewood Lane,Moulton,AL,35650,34.48,-87.28,35213.0,3
544,48,3,1971,Male,1813 Second Lane,Kenner,LA,70062,29.99,-90.24,29962.0,3
545,49,5,1970,Male,710 North Lane,Bradenton,FL,34203,27.48,-82.57,35868.0,4
546,31,7,1988,Male,5558 Littlewood Avenue,Lovelock,NV,89419,40.32,-118.20,38193.0,3
547,48,2,1972,Male,819 Park Boulevard,Terre Haute,IN,47803,39.47,-87.38,43084.0,3
548,42,4,1977,Female,849 Norfolk Lane,Hubbard,OH,44425,41.16,-80.56,37415.0,1
549,40,12,1979,Male,390 Tenth Street,Newark,NJ,07103,40.72,-74.17,35418.0,6
550,18,2,2002,Male,4279 West Boulevard,Parkton,NC,28371,34.90,-79.01,31259.0,2
551,26,12,1993,Male,6693 George Drive,Seattle,WA,98188,47.44,-122.28,41255.0,2
552,41,3,1978,Female,8 Tenth Drive,Raleigh,NC,27610,35.82,-78.65,34774.0,5
